Event #,Date and Time,Visitor,Home,Market,Odds,Prop,Win%,Edge,Unnamed: 9
313.0,Jan 06 At 20:00,Alex Tuch,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
313.0,Jan 06 At 20:00,Josh Doan,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
313.0,Jan 06 At 20:00,Jason Zucker,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
313.0,Jan 06 At 20:00,Jack Quinn,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
313.0,Jan 06 At 20:00,Zach Benson,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
313.0,Jan 06 At 20:00,Rasmus Dahlin,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
313.0,Jan 06 At 20:00,Ryan McLeod,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
313.0,Jan 06 At 20:00,Bowen Byram,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Sam Reinhart,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Sam Bennett,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Carter Verhaeghe,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Brad Marchand,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Anton Lundell,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Mackie Samoskevich,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Evan Rodrigues,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Eetu Luostarinen,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Aaron Ekblad,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Jesper Boqvist,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Auston Matthews,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,John Tavares,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Matthew Knies,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Bobby McMann,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Easton Cowan,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Max Domi,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Nicolas Roy,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Nicholas Robertson,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Morgan Rielly,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
314.0,Jan 06 At 20:30,Ol. Ekman-Larsson,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Jack Hughes,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Timo Meier,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Nico Hischier,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Jesper Bratt,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Dawson Mercer,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Arseny Gritsyuk,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Stefan Noesen,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Connor Brown,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Dougie Hamilton,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Luke Hughes,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Mathew Barzal,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Anders Lee,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Emil Heineman,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Jonathan Drouin,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,J.G. Pageau,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Maxim Shabanov,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Anthony Duclair,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
315.0,Jan 06 At 20:30,Matthew Schaefer,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Jack Eichel,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Pavel Dorofeyev,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Mark Stone,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Tomas Hertl,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Mitch Marner,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Ivan Barbashev,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Brett Howden,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Brandon Saad,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Noah Hanifin,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Kyle Connor,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Mark Scheifele,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Gabriel Vilardi,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Cole Perfetti,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Vl. Namestnikov,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Nino Niederreiter,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Jonathan Toews,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Josh Morrissey,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Alex Iafallo,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
316.0,Jan 06 At 21:00,Adam Lowry,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Filip Forsberg,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Ryan O'Reilly,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Steven Stamkos,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Michael Bunting,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Fedor Svechkov,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Luke Evangelista,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Roman Josi,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Erik Haula,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Brady Skjei,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Leon Draisaitl,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Connor McDavid,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Zach Hyman,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Ry. NugentHopkins,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Jack Roslovic,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Adam Henrique,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Matthew Savoie,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
317.0,Jan 06 At 22:00,Evan Bouchard,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
318.0,Jan 06 At 23:00,David Pastrnak,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
318.0,Jan 06 At 23:00,Morgan Geekie,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
318.0,Jan 06 At 23:00,Elias Lindholm,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
318.0,Jan 06 At 23:00,Viktor Arvidsson,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
318.0,Jan 06 At 23:00,Pavel Zacha,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
318.0,Jan 06 At 23:00,Ca. Mittelstadt,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
318.0,Jan 06 At 23:00,Ch. McAvoy,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
318.0,Jan 06 At 23:00,Fraser Minten,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
318.0,Jan 06 At 23:00,Jared McCann,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
318.0,Jan 06 At 23:00,Matty Beniers,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
318.0,Jan 06 At 23:00,Jordan Eberle,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
318.0,Jan 06 At 23:00,Eeli Tolvanen,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
318.0,Jan 06 At 23:00,Shane Wright,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
318.0,Jan 06 At 23:00,Ch. Stephenson,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
318.0,Jan 06 At 23:00,Vince Dunn,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
319.0,Jan 06 At 23:00,Kirill Marchenko,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
319.0,Jan 06 At 23:00,Adam Fantilli,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
319.0,Jan 06 At 23:00,Dmitri Voronkov,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
319.0,Jan 06 At 23:00,Kent Johnson,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
319.0,Jan 06 At 23:00,Boone Jenner,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
319.0,Jan 06 At 23:00,Zach Werenski,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
319.0,Jan 06 At 23:00,Cole Sillinger,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
319.0,Jan 06 At 23:00,Charlie Coyle,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
319.0,Jan 06 At 23:00,Macklin Celebrini,Goals,HKY - GOAL SCORERS,0.0,0.0,0.0,0.0,V 1-10 EDGE
